train_nbr,ariv_delay,dept_delay,mileage,fare_plan_cds,states_cd,orig_stns,dest_stns
9200,33,4,212,112,12,202,247
29010,-8,2,142,69,37,6,326
8820,-14,3,55,142,10,140,480
6720,13,1,245,89,49,344,395
16500,,,166,2,9,308,350
8420,-1,3,34,142,22,366,480
33700,-4,0,86,220,37,62,286
15900,-7,0,225,230,23,320,480
66910,17,0,91,173,41,320,350
9510,0,0,90,181,25,320,350
7300,6,2,164,89,30,94,73
6420,5,8,79,121,47,381,449
216300,29,23,226,143,41,320,480
216600,-3,0,225,147,49,478,326
17300,1,0,226,69,37,320,480
12900,4,0,215,114,23,319,480
30400,-1,8,124,242,17,41,62
8510,10,0,193,172,23,320,54
219000,-2,0,230,102,37,320,28
8030,4,0,146,89,30,221,376
1400,21,4,318,112,40,225,348
9910,10,6,202,69,34,276,480
4330,15,3,285,89,41,249,349
18620,0,0,206,12,49,314,54
17410,-3,0,231,89,47,320,28
400,15,1,275,242,15,222,158
42200,-41,3,512,112,37,498,62
68300,7,0,144,235,6,42,46
5000,16,0,122,89,18,62,233
29210,21,0,142,89,37,6,326
17200,36,48,44,114,26,364,43
9320,13,0,373,105,9,49,395
12520,53,42,46,89,10,12,140
212600,3,0,225,145,10,478,326
18500,1,1,30,243,7,54,480
215800,17,0,456,162,23,478,43
28420,4,10,237,35,37,467,326
217000,-7,2,231,139,37,320,28
17700,10,0,74,12,9,308,326
30000,-5,3,124,89,17,41,62
39300,16,1,115,242,8,62,391
18000,0,0,185,89,23,24,326
7600,-2,0,89,89,30,73,174
76300,2,0,103,223,7,429,239
65110,-3,0,91,105,34,320,350
178500,-1,2,0,216,7,429,340
212200,5,0,201,192,47,478,279
8610,78,19,475,181,40,478,43
17610,30,48,214,242,34,276,369
4800,-4,0,618,89,38,70,326
19600,-1,0,30,108,12,478,54
13700,-6,0,226,105,22,320,480
7930,5,0,428,89,20,24,174
50320,52,2,107,89,40,330,133
26000,-4,0,141,35,37,6,326
500,329,302,151,12,36,380,397
5530,6,0,33,89,7,307,497
35100,11,6,243,35,25,16,62
216700,-3,2,220,149,37,386,326
39300,116,86,129,89,17,62,63
13700,2,0,186,89,37,320,24
2800,66,66,637,112,29,342,487
17410,-3,3,70,173,43,226,28
18300,-1,6,40,173,51,24,480
58000,-1,0,32,216,7,239,15
35300,-7,3,138,12,34,220,62
9000,-7,0,231,174,37,320,28
76300,8,1,84,218,7,93,178
16100,4,1,252,12,41,226,350
212200,-8,0,225,80,10,478,326
700,-43,0,329,89,51,434,412
216900,-2,0,232,28,7,43,326
217200,5,0,225,107,7,478,326
225500,-4,0,225,192,17,320,480
800,56,20,1277,35,29,263,62
18500,3,2,185,35,34,319,54
15320,3,0,55,89,37,478,140
71300,41,,234,249,14,33,418
17300,6,4,109,103,11,488,480
36400,711,496,208,89,25,62,252
12900,28,0,225,105,37,320,480
14110,-2,6,284,111,9,49,480
5900,40,34,310,89,17,62,60
9510,2,0,90,242,37,320,350
5800,29,33,252,35,17,60,228
224900,-3,0,225,102,7,320,480
71300,45,14,283,223,7,33,298
216400,4,5,231,8,37,320,28
19410,-4,1,198,121,37,54,326
500,7,0,1038,89,8,62,100
215400,3,1,195,7,23,54,326
58000,3,3,61,216,7,155,340
17420,94,0,390,66,37,479,326
30600,-6,0,284,242,17,440,62
212100,9,0,225,102,37,320,480
9410,39,4,226,105,37,478,326
17000,1,0,188,114,43,320,369
7500,-2,0,147,121,30,109,73
71000,6,5,68,223,7,374,418
15310,-1,0,58,181,37,320,460
23300,1,0,141,12,37,320,6
71300,-4,0,102,223,7,272,418
2800,82,97,195,242,17,481,62
31910,10,4,173,89,17,421,437
37100,-14,0,176,242,25,175,62
35100,,69,273,242,25,101,62
19000,-2,0,157,121,9,308,43
30600,-8,0,185,121,17,433,62
8030,9,23,223,12,30,109,395
33300,5,0,86,220,17,62,286
60910,5,0,91,66,37,320,350
6410,-13,3,115,12,37,207,326
8900,42,9,369,112,49,378,403
4200,-4,0,67,89,41,249,350
4900,90,0,432,89,37,320,52
77000,-7,0,129,216,19,239,399
56700,3,5,67,216,7,429,426
13000,8,3,185,35,40,24,326
9310,5,1,245,35,37,318,480
60020,-7,1,195,89,41,183,326
9510,7,0,322,117,7,43,350
24100,36,0,141,242,37,320,6
2800,-18,7,370,89,51,469,438
225200,58,0,232,102,22,320,43
17200,4,4,232,89,22,320,43
17410,2,0,221,142,37,320,390
17410,6,1,127,105,9,344,444
28020,-13,3,430,89,37,52,326
66620,7,1,86,89,23,126,350
217300,54,56,220,64,22,386,326
1100,-27,17,103,90,7,400,239
12900,7,0,225,89,23,320,480
8030,1,0,173,89,37,73,376
215500,3,0,457,81,22,43,480
217300,-1,3,300,148,9,308,480
15710,8,5,41,89,10,24,480
50820,-5,1,267,165,40,13,412
6620,-12,0,187,98,49,314,480
9100,33,1,1075,35,41,344,337
14120,16,2,202,35,9,191,350
1100,16,40,872,89,7,225,239
9100,96,5,941,89,49,478,337
800,15,37,417,35,26,291,62
64620,13,3,67,89,41,249,350
2700,-8,2,1149,121,31,138,440
17500,29,3,230,35,3,28,326
59500,-1,0,20,216,7,212,155
17800,0,0,91,105,41,344,326
16100,18,18,39,35,11,488,0
17800,-3,2,185,105,49,24,326
500,67,95,790,12,48,358,397
77700,4,2,193,216,7,325,342
9000,2,0,135,79,49,478,350
5530,6,15,422,35,50,288,350
71700,-7,0,229,223,7,201,128
76300,-6,0,113,216,7,239,178
2200,-6,0,83,89,47,398,23
76500,-5,5,170,216,7,429,342
9310,0,1,161,142,43,226,326
63900,-1,0,91,139,41,344,326
17410,47,52,225,142,23,478,326
28310,2,0,74,89,22,320,361
9510,-1,0,232,105,22,43,326
6720,-11,0,396,89,34,319,318
4800,6,19,290,35,39,447,326
28420,-10,11,237,242,37,467,326
178500,-4,4,0,216,27,325,340
77400,,,198,216,7,178,340
17110,8,1,213,37,12,135,480
13800,-7,0,225,114,10,478,326
12520,7,3,324,89,49,320,20
600,145,120,1608,121,16,417,62
24400,-7,2,73,89,37,355,326
77400,55,9,241,216,7,179,212
17200,4,0,457,35,49,478,43
8900,-2,0,713,35,22,319,64
5310,-25,-33,855,82,49,252,414
500,60,30,273,35,8,100,164
55100,-2,1,85,217,7,393,128
17000,2,10,88,77,37,493,43
23600,12,0,141,112,37,6,326
215000,-1,2,232,42,37,320,43
215400,2,0,225,81,7,478,326
42100,115,153,182,35,47,277,154
66320,1,2,67,89,41,344,250
23800,-17,0,141,89,39,6,326
31820,27,0,283,89,39,222,443
14110,11,0,226,230,37,320,480
68400,16,13,12,236,24,353,335
216900,9,7,232,42,22,43,326
17410,4,12,216,79,37,302,326
1900,-19,13,626,89,23,12,21
71500,-5,1,30,223,7,285,418
1100,-1,0,193,35,40,418,75
36500,69,2,138,89,17,220,62
14720,0,4,159,114,34,191,460
8900,0,0,48,250,7,319,460
17700,-2,0,231,111,22,43,326
19510,-3,0,184,181,34,320,24
216000,19,0,232,60,7,320,43
17500,10,7,92,120,37,320,350
6720,-9,1,109,230,49,12,394
65010,-7,1,91,142,41,344,326
16200,28,3,161,181,37,320,226
9200,-26,1,306,242,30,372,480
5800,-5,0,282,111,21,312,181
77700,13,0,103,216,40,239,404
38300,11,0,202,89,17,62,264
9420,19,10,336,181,49,391,326
65010,-3,1,91,89,52,344,326
14810,0,0,109,117,11,478,490
28020,14,2,436,35,37,34,326
9510,6,0,225,111,37,320,480
28120,58,52,295,89,37,6,34
24100,-5,0,141,89,37,320,6
1400,27,10,1035,35,7,400,422
71200,13,22,81,223,7,201,33
6610,-6,1,62,173,43,310,369
19000,-2,0,75,142,22,320,312
5210,-59,-12,855,61,37,410,254
8610,-1,0,227,26,10,478,326
1900,14,35,117,121,21,188,316
36400,19,0,208,89,17,62,252
7930,32,21,9,89,49,372,94
4800,9,16,229,89,9,381,6
6320,22,6,430,112,37,320,52
64710,7,0,91,89,37,320,350
12700,13,5,104,103,23,344,54
9410,23,1,91,121,37,344,326
400,67,68,895,35,17,1,222
215900,-2,2,220,4,37,386,326
5310,-43,-44,855,82,12,252,414
215300,21,1,116,178,11,320,490
216700,-1,3,231,81,37,28,326
215500,-1,3,198,4,22,364,324
58300,0,2,36,216,7,422,239
17410,18,0,225,79,49,478,326
9200,35,18,144,89,12,501,509
77400,3,4,129,216,7,239,399
16800,-7,3,212,66,37,318,28
66320,10,0,170,242,41,320,284
2000,84,0,461,89,49,21,263
8520,1,14,108,173,49,12,394
70200,-1,6,80,249,47,201,33
4310,1,0,91,89,37,320,350
18510,-2,0,226,66,37,320,480
50020,8,20,239,89,40,418,412
217000,0,0,215,139,34,478,324
15620,4,3,338,35,49,91,326
5800,12,0,109,112,17,60,122
7920,56,0,325,121,34,319,395
19300,22,16,88,173,11,317,305
2700,-3,0,120,112,31,286,511
9510,-3,0,241,181,22,43,324
210300,2,0,225,139,37,320,480
1900,19,0,548,12,23,478,452
2800,-7,0,308,35,17,489,62
29110,2,0,115,89,37,320,207
19600,0,1,185,26,37,24,326
28310,8,0,74,89,37,320,361
8020,-3,0,109,173,49,391,480
68600,14,13,68,235,33,112,42
14620,7,13,160,121,22,276,436
66320,-9,0,195,35,37,320,183
15200,-7,0,0,142,22,320,43
23300,-3,0,32,89,37,320,85
35500,-29,2,138,89,25,220,62
16800,24,21,157,121,9,308,43
1400,-27,9,1377,123,47,239,412
17200,12,1,232,0,37,320,43
77700,-10,1,154,216,7,336,423
9700,-38,8,1155,89,49,12,281
28420,-1,0,201,112,47,447,377
215500,-2,0,232,126,37,43,326
65220,-10,0,195,35,37,183,326
7930,41,0,306,112,49,478,376
215300,0,4,279,145,41,364,350
5710,8,0,226,35,49,320,480
2700,5,4,195,89,52,283,259
8030,8,2,612,111,37,174,326
23700,11,0,114,89,22,320,207
9200,51,33,243,89,12,202,458
17500,8,0,74,173,9,308,326
38000,-4,8,202,112,48,262,62
68500,25,0,116,235,22,42,359
78500,0,4,47,218,7,212,239
4900,36,0,960,89,37,320,62
1400,114,119,318,177,51,225,348
215800,3,0,225,196,23,478,326
5310,52,-15,855,82,41,252,414
1100,-18,1,148,89,16,448,348
16410,0,0,113,35,7,308,369
66710,0,0,91,142,41,320,350
69000,5,0,50,238,30,136,42
30600,-1,2,68,89,19,86,241
17200,0,3,348,89,10,488,43
221300,6,0,91,60,37,320,350
9100,47,5,318,242,44,56,214
77700,-3,6,206,216,7,429,404
5210,58,24,855,234,12,410,254
5210,-48,-2,855,184,12,410,254
200,226,220,235,89,7,205,313
15620,2,6,112,89,49,91,480
217000,8,0,225,97,37,478,326
16500,9,0,217,12,23,320,305
17410,4,0,232,105,12,320,43
17110,4,0,311,121,22,386,350
57300,18,0,129,216,22,395,239
28410,9,0,141,112,37,6,326
8700,7,5,0,181,9,28,312
2900,23,37,316,89,38,127,62
5400,-3,0,0,114,10,478,321
14810,1,0,40,142,47,478,24
66910,4,0,91,105,41,320,350
1100,130,3,430,89,51,326,225
50820,10,0,123,89,26,133,348
65310,6,0,91,173,37,320,350
6320,7,0,436,242,34,320,34
14900,6,0,91,242,49,320,350
17800,1,0,213,89,37,318,43
33500,4,4,68,220,52,167,286
2900,9,10,284,112,49,478,349
6410,-2,2,115,12,37,207,326
18500,4,0,167,79,40,458,480
28120,12,15,295,89,37,6,34
66120,-4,1,85,89,41,338,183
18510,6,4,126,12,23,344,305
800,94,118,150,89,17,59,62
6610,-2,0,30,243,23,478,54
39200,-4,6,130,89,17,63,62
5310,140,83,855,82,37,252,414
14010,1,0,212,181,10,478,135
8410,-5,1,91,173,41,344,326
7910,27,0,226,26,37,320,480
77400,3,2,138,218,7,53,331
500,-15,0,1223,89,25,62,177
400,5,0,119,35,7,239,475
15620,0,1,226,12,49,379,480
2000,-30,2,68,89,49,72,480
74600,-7,2,84,217,7,128,397
6420,-26,10,130,242,37,447,411
78400,-1,0,126,216,7,239,331
7800,2,0,147,89,30,73,109
39100,14,0,129,35,17,62,63
35500,41,42,281,89,17,102,62
219000,1,0,231,174,37,320,43
5800,-51,0,309,89,17,60,62
9320,103,134,202,89,49,478,308
66920,0,0,158,89,41,320,250
28420,-9,1,436,89,37,34,326
9700,9,3,94,77,23,344,24
216600,4,10,231,107,22,320,28
6320,0,1,346,248,49,207,57
13000,2,1,91,89,41,344,326
33800,1,5,62,220,52,446,62
66320,3,26,99,242,37,320,17
6610,62,118,231,242,24,320,28
35100,7,4,281,35,25,102,62
77400,0,1,100,216,7,155,331
50510,57,0,187,89,51,408,348
14110,9,0,226,142,10,320,480
56900,3,0,100,216,7,325,155
35200,20,0,292,89,17,62,387
17300,19,22,91,77,41,320,350
51600,53,1,156,90,51,408,470
15810,1,0,41,242,53,478,24
2000,98,81,347,35,37,21,174
17610,-1,0,225,77,49,478,326
2000,5,0,376,20,30,73,480
14020,29,0,362,89,48,478,436
5900,-8,0,129,35,17,62,63
61800,0,1,67,89,41,249,350
50320,38,0,310,118,40,408,133
13700,4,1,161,35,22,386,49
74100,1,0,133,217,7,393,416
17110,186,191,75,181,22,308,326
9200,98,71,635,89,12,331,376
7930,67,0,477,89,30,320,493
9410,-12,4,241,35,47,319,43
7500,-4,0,164,89,30,94,73
8600,57,22,585,242,49,391,43
30200,-14,0,284,35,17,440,62
15000,-9,2,42,105,50,364,28
59500,2,0,31,216,7,15,239
17300,19,0,212,12,37,43,322
76800,-6,0,71,216,7,424,399
33400,-2,0,86,220,52,283,62
53100,44,42,85,217,47,393,128
15400,6,0,225,35,40,478,326
30200,13,2,212,242,17,86,425
64320,0,2,185,242,37,320,282
12900,2,0,116,242,37,320,490
8610,60,24,247,66,37,320,28
39200,37,3,176,89,17,122,200
177700,2,1,0,216,7,429,340
13800,-2,0,225,111,49,478,326
58800,81,84,31,216,7,239,15
18500,5,3,201,89,34,276,480
71000,-3,0,65,223,7,414,270
58600,10,3,68,216,7,422,433
18400,-4,0,225,120,49,478,326
18200,-5,1,195,66,7,54,326
7600,-1,0,147,121,30,73,109
17110,30,0,386,89,22,43,0
216000,4,1,134,174,10,478,350
7920,30,0,451,112,34,319,382
15610,19,19,90,79,41,344,326
30600,18,0,247,242,17,440,216
76300,6,5,103,0,7,155,472
1400,134,143,426,89,40,369,422
9100,416,131,1080,112,41,24,458
69200,7,0,116,235,24,353,42
17110,14,13,148,105,23,348,54
215400,1,1,116,192,41,488,326
42200,,0,2565,89,7,328,41
23300,13,0,114,112,37,320,207
8610,12,7,197,181,23,54,326
1900,21,0,709,89,9,320,176
5730,10,2,217,20,50,132,436
13700,3,0,241,181,34,43,324
30100,1,0,87,89,17,216,41
17420,12,0,175,173,49,314,480
9100,-4,1,215,35,34,319,480
7800,87,87,147,89,30,73,109
9100,9,0,225,69,12,320,480
16200,1,0,30,121,52,478,54
13700,27,8,196,79,37,320,54
68800,-9,0,68,238,33,112,42
39000,13,22,174,89,17,264,62
14810,4,0,184,142,23,24,326
8510,1,0,193,89,23,320,54
55100,15,9,8,217,7,374,128
18610,21,41,195,105,23,54,326
23800,19,0,141,89,50,6,326
8810,-7,0,75,89,37,320,312
5210,-2,-6,855,171,41,410,254
33400,-4,0,86,220,52,283,62
9310,4,0,77,89,37,318,460
215500,7,1,311,78,22,386,350
17700,0,0,231,105,22,43,326
5800,18,0,221,89,28,213,278
5210,221,198,855,82,12,410,254
17300,0,0,135,89,52,344,480
2000,38,23,859,121,13,21,326
30000,16,0,284,121,17,440,62
1900,-27,0,601,35,37,320,73
215500,-3,0,225,147,13,320,480
30600,49,9,124,89,17,41,62
35200,-13,11,143,89,25,220,102
59100,0,0,71,216,7,395,428
215200,-5,3,236,28,22,320,43
39000,0,11,130,12,17,63,62
6420,-7,,461,248,37,57,326
500,328,106,1325,35,14,172,128
8900,-4,0,91,74,37,320,350
9520,27,17,151,89,23,24,395
8810,34,36,110,173,12,478,490
225500,8,4,322,81,34,28,350
82100,194,0,206,89,19,322,154
52800,0,9,57,217,7,295,397
5100,-3,1,196,35,18,211,62
13200,14,27,172,91,23,24,135
77700,12,12,36,216,7,239,415
15500,-4,0,225,35,10,320,480
66920,-4,,104,89,41,344,183
65320,1,4,110,89,37,320,344
36500,12,0,208,242,25,251,62
17120,-3,4,112,89,7,478,91
9200,523,442,1166,89,9,331,326
2100,-4,45,117,89,52,259,95
215000,-5,0,232,102,37,320,43
17800,-8,0,91,79,41,344,326
216300,9,4,226,28,37,320,480
4900,-2,0,229,242,9,6,385
7930,-2,0,441,89,30,344,376
39300,37,0,129,242,17,62,63
17800,-1,5,75,66,37,320,312
2000,9,0,0,35,34,261,354
7700,32,31,26,89,30,372,109
9920,50,40,55,173,49,478,140
14900,3,0,243,242,34,28,135
216800,7,0,225,28,54,478,326
17110,27,19,48,12,12,320,354
65410,106,86,91,51,41,344,326
8020,26,29,100,12,49,391,12
2200,140,97,173,112,47,23,58
6610,-12,3,230,66,37,478,326
72000,-2,0,76,217,7,324,97
9910,-8,0,188,142,37,364,326
71900,0,0,111,223,7,33,149
14810,-5,0,194,105,23,54,326
5610,2,0,252,114,23,302,444
17200,-1,1,116,142,11,488,326
9100,22,28,134,35,41,344,480
13820,7,17,99,173,49,20,480
33900,5,0,78,220,19,62,285
38000,-7,0,258,112,17,367,62
50820,6,6,90,93,7,13,471
53800,-1,0,42,217,7,374,142
4800,-9,14,370,121,37,381,326
19600,0,0,167,142,34,478,460
158400,3,0,103,216,7,239,433
5800,13,58,129,112,47,63,62
36400,16,0,62,89,25,62,304
2700,23,3,232,112,51,359,348
30000,-6,2,124,121,17,41,62
6610,35,42,135,142,49,478,350
2800,0,36,552,89,22,66,348
13700,0,0,240,35,22,28,324
17500,11,0,231,151,13,43,326
12900,15,0,195,12,37,320,54
28110,26,0,115,121,37,320,207
23300,15,0,141,89,37,320,6
78400,44,7,74,218,7,93,212
2200,-19,59,866,112,47,259,62
25000,-17,0,141,112,37,6,326
36400,-9,0,208,89,19,62,252
23700,6,0,114,89,37,320,207
7910,2,1,216,79,34,319,480
217300,7,7,225,107,27,320,480
79600,-11,0,103,216,7,400,239
23300,12,2,127,12,37,512,6
16410,16,10,70,89,22,226,43
58100,0,0,28,216,13,424,15
70300,-13,0,282,223,7,33,397
14730,-3,0,338,181,37,320,91
13900,-9,1,201,35,10,276,480
2000,-7,33,55,89,22,451,35
17200,1,5,185,242,17,24,326
13810,-4,0,201,12,34,478,279
28310,28,0,250,112,37,320,386
8900,-5,0,91,89,37,320,350
215900,2,4,225,63,37,320,480
50010,21,1,187,182,40,342,412
500,46,88,110,112,7,81,298
76500,0,5,113,218,7,422,472
217200,10,0,225,139,23,478,326
17800,-8,1,185,26,23,24,326
65520,-2,0,158,125,37,320,250
17300,-9,0,231,181,50,43,326
9510,-8,7,126,105,43,310,326
17500,11,0,291,116,9,308,305
35100,-1,1,273,89,25,101,62
5620,8,0,121,114,34,319,191
17900,-3,2,230,142,22,28,326
14810,10,1,194,155,23,54,326
7910,-4,0,226,181,49,320,480
29020,-8,0,199,89,37,141,326
77700,1,2,48,216,7,471,342
19510,0,0,90,74,41,320,350
9310,-3,1,75,105,9,308,326
13700,-1,0,106,76,7,43,314
57900,1,1,95,216,7,325,15
9100,30,0,1166,35,12,320,337
77400,104,5,339,216,7,180,331
17300,-3,0,231,121,22,43,326
17610,22,15,225,181,23,478,326
17410,-1,0,58,181,41,458,326
8410,10,6,227,2,37,478,326
19300,6,0,185,26,23,320,24
1400,-19,10,137,89,51,224,412
4230,3,0,334,12,41,343,344
17410,1,0,40,105,10,478,24
30000,19,28,92,89,17,352,62
14010,46,19,135,69,10,478,350
19510,46,22,225,89,37,320,480
8020,16,0,235,89,23,378,480
12900,0,0,195,89,23,320,54
16100,20,1,230,242,7,28,326
30400,-23,0,124,89,41,41,62
28120,14,31,140,89,37,447,52
5900,35,0,149,35,17,200,266
12510,-2,0,91,105,41,320,350
71000,12,2,123,223,7,414,149
400,43,93,503,112,19,455,62
76800,2,0,103,216,7,400,239
17200,-12,4,195,113,37,441,28
65110,-1,0,91,181,41,320,350
33000,-6,0,86,220,52,283,62
225200,-6,1,323,28,33,344,43
13700,-7,3,226,89,37,320,480
12900,-1,0,24,173,34,320,279
18900,-5,8,134,35,41,344,480
9520,29,15,301,105,34,276,20
216600,2,0,232,139,22,320,43
6610,-16,1,105,73,9,310,28
50310,69,0,187,118,51,408,348
71400,-4,2,204,249,22,285,33
15000,0,0,231,121,37,320,28
17900,23,0,231,35,24,43,326
17110,23,17,110,173,41,488,480
66510,5,0,91,2,34,320,350
216400,-5,1,0,1,9,24,312
500,113,102,263,112,56,147,177
30300,1,3,87,242,17,216,41
34000,0,0,86,220,52,283,62
15620,-6,0,165,181,49,261,12
15610,4,0,226,242,38,478,326
17620,2,2,203,121,18,261,54
64020,6,3,99,89,41,17,326
224800,6,0,230,192,37,320,28
8510,24,0,41,243,23,24,480
8810,-2,0,188,66,9,320,369
216300,4,0,91,28,41,320,350
7910,-6,1,135,181,47,344,480
17500,-6,0,94,173,34,344,24
9100,24,1,991,89,22,372,281
8410,18,8,227,111,47,478,326
9510,-2,0,75,230,9,308,326
71400,5,5,109,223,7,374,462
215300,0,0,225,102,37,320,480
9410,1,0,161,105,12,320,226
16100,13,4,220,105,22,386,326
4230,94,107,165,35,41,243,350
4800,17,39,431,35,12,52,326
31400,10,0,202,89,15,222,189
500,12,15,934,89,17,341,100
219000,3,0,231,81,37,320,43
9100,-17,0,309,89,49,331,106
64010,1,1,91,173,41,344,326
16200,10,11,212,35,41,276,369
210300,1,0,225,139,34,320,480
44800,30,29,347,124,41,447,28
47600,34,26,36,35,37,308,191
9100,117,78,89,35,12,456,405
66710,9,0,91,142,41,320,350
54100,4,8,0,217,7,36,416
9200,2,0,257,229,51,278,458
17610,-1,0,158,116,49,308,28
57300,0,,95,216,7,325,15
2200,-37,1,185,89,17,433,62
52800,0,0,119,165,7,412,97
7700,34,12,147,89,30,109,73
30100,40,0,284,89,17,62,443
35300,1,8,281,89,25,102,62
215800,1,0,225,147,23,478,326
15810,1,2,178,142,45,478,354
500,0,11,1400,35,7,100,128
12900,12,0,185,181,23,320,24
300,181,67,205,89,27,237,457
58800,-1,0,31,216,7,239,15
216700,-2,2,220,107,22,386,326
57200,70,43,129,216,23,239,399
17610,0,1,176,69,9,49,43
17800,8,0,134,142,34,478,350
217000,46,48,188,28,13,320,369
8420,-6,0,363,105,38,361,326
64710,10,0,91,142,37,320,350
17500,0,2,43,142,43,28,369
33400,8,0,78,220,52,282,62
1100,-24,0,187,89,40,408,348
800,70,4,586,242,51,408,487
200,64,95,427,89,47,398,245
215200,3,0,226,102,23,478,326
76300,5,1,97,216,7,160,404
5530,30,34,207,125,33,44,326
23900,1,0,141,112,37,320,6
300,63,111,2094,35,20,158,239
12520,18,21,70,105,49,390,318
217000,-1,6,91,192,37,344,326
38300,18,0,202,124,40,62,264
7920,9,1,109,173,10,478,395
6510,8,5,225,121,37,320,480
9700,-6,33,295,112,13,399,337
19410,-2,4,136,89,49,478,350
35300,-21,0,291,89,25,383,62
39300,23,3,129,242,17,62,63
64010,9,1,91,111,41,344,326
9800,10,16,143,89,12,502,214
215800,-1,0,231,190,37,320,43
17500,77,62,160,242,43,226,326
17610,57,48,164,181,12,320,226
1900,4,23,859,242,37,320,21
18300,-2,0,40,230,23,24,480
33800,1,0,86,220,27,283,62
2100,40,89,83,112,47,23,402
1900,174,0,1377,35,37,320,316
212600,-5,0,225,139,49,478,326
225900,12,0,91,162,41,320,350
600,-2,0,2353,35,7,393,62
66710,2,0,91,89,37,320,350
33100,30,13,86,220,17,62,286
5400,3,7,0,121,11,317,326
4230,-6,11,165,121,41,243,350
225300,-8,3,231,81,37,28,326
18300,-6,0,225,89,14,320,480
64810,-7,1,91,173,41,344,326
800,,,586,35,51,408,487
215500,6,1,347,102,23,28,490
71600,26,16,153,223,7,414,201
7300,-2,9,89,89,30,174,73
28020,-16,0,436,89,37,34,326
71300,56,0,111,223,7,33,149
18300,-5,1,134,105,41,344,480
18300,-2,0,91,103,37,320,350
2200,91,45,634,35,5,256,62
225700,18,7,127,139,9,441,350
5210,15,-5,855,234,47,410,254
600,34,56,1212,112,48,173,47
28420,1,0,132,89,37,381,469
57300,53,0,126,216,49,325,239
50820,3,3,65,89,40,13,336
4220,1,8,158,242,41,249,326
7400,7,0,165,89,30,73,94
18400,5,17,0,181,49,320,43
71100,0,0,30,210,7,201,149
5210,27,-10,855,5,37,410,254
76800,-4,0,0,216,7,178,399
16200,16,0,231,242,37,320,28
17300,-3,5,74,35,22,308,326
215000,7,0,232,102,37,320,43
64710,7,0,91,79,37,320,350
5900,13,0,926,35,17,62,316
217000,-1,0,225,192,10,478,326
64310,-1,0,91,105,41,320,350
300,2,0,201,89,19,222,307
1400,23,32,122,89,40,75,133
216400,1,2,261,192,49,478,444
14110,-5,1,30,172,23,54,480
28310,6,0,142,121,37,320,6
38100,4,4,148,89,17,234,158
35200,13,9,105,89,25,220,16
5310,-32,-47,855,82,37,252,414
14810,70,40,78,91,12,344,135
9510,1,1,225,181,37,320,480
66910,10,0,91,181,37,320,350
8620,17,5,191,89,41,140,350
9420,20,0,223,111,49,305,480
15800,-8,0,223,79,23,478,326
71400,-7,0,111,223,7,149,33
217300,6,0,323,81,22,43,350
800,543,541,553,35,22,134,487
215800,2,0,261,60,9,478,444
35100,35,49,138,12,25,220,62
23600,2,0,141,112,37,6,326
1100,-20,11,89,230,30,400,53
215500,6,10,262,192,12,441,480
